sys_RespNum,Nation,State,REGION,Distance_Coast,Livelihood_ocean,Familiarity_aquaculture,Opinion_aquaculture,Familiarity_seaweed,Opinion_seaweed,Seaweed_harm_good,Opinion_seaweed_post,MXD_I,MXD_II,MXD_III,MXD_IV,MXD_V,MXD_VI,MXD_VII,MXD_VIII,MXD_IX,MXD_X,Strongestest_M3,Weakest_M3,Harm_good_post,Support_seaweed_expansion,Scientists,NGO,Aquarium_museum,Government,Chefs,Fishermen,Seafood_farmer,Grocer,AGE,Native,Asian,Black,Hispanic,Middle_Eastern,Native_Hawaiian,White,Multiracial,Other_1,No_Answer,Voting_status,Homeowner,Marital_status,Education,Gender,RaceME,AgeBreaks,Effect,Livelihood_factor,Race_factor,Education_factor,Gender_factor,Vote_factor,Homeowner_factor,Region_factor,Age_factor,Message_1,Message_2,Message_3,Message_4,Message_5,Message_6,Message_7,Message_8,Message_9,Message_10
794,1,9,2,1,2,2,4,2,1,1,1,18.76786818,16.55677896,19.79366264,4.96533024,6.23459244,0.26547542,0.39760892,3.24724887,23.93885083,5.8325835,1,5,1,1,3,1,1,1,1,2,2,2,47,0,0,0,0,0,0,7,0,0,0,2,2,1,3,1,6,3,0,No,White,"Some college, no degree",Male,No,No,Pacific Northwest,40 to 49,8,7,9,4,6,1,2,3,10,5
795,1,3,4,1,2,4,7,4,7,3,6,17.05926373,9.29668335,5.72979553,3.28947599,22.04639614,4.39673326,6.22886458,4.89448015,5.23869577,21.8196115,2,3,1,3,3,2,3,3,3,3,2,3,47,0,0,0,0,0,0,7,0,0,0,2,2,3,3,2,6,3,1,No,White,"Some college, no degree",Female,No,No,New England,40 to 49,8,7,5,1,10,2,6,3,4,9
796,1,7,2,2,2,2,2,#NULL!,7,3,2,13.93311248,19.0348714,7.27320634,12.1138203,23.80591162,1.82587169,1.18944193,6.56443447,4.0941961,10.16513367,1,3,1,2,3,2,4,4,5,3,4,2,33,0,0,0,0,0,0,7,0,0,0,1,1,1,5,2,6,2,5,No,White,4-year college/bachelor's degree,Female,Yes,Yes,Pacific Northwest,30 to 39,8,9,5,7,10,2,1,4,3,6
798,1,9,2,5,2,3,3,4,7,1,3,13.26524844,8.18344778,5.11294803,4.79660822,11.1460104,13.02811592,7.81170014,21.59981594,1.21382999,13.84227514,3,3,3,5,6,6,6,6,6,6,6,6,31,0,0,0,4,0,0,0,0,0,0,2,1,1,3,2,4,2,4,No,Hispanic,"Some college, no degree",Female,No,Yes,Pacific Northwest,30 to 39,8,5,3,2,6,7,4,10,1,9
805,1,9,2,4,2,3,3,3,3,1,2,17.3641814,10.84893815,2.63926915,24.56524976,8.14241349,4.49690553,0.59965762,11.36881762,10.86474844,9.10981885,1,5,1,1,3,4,4,1,4,4,4,3,55,0,0,0,0,0,0,7,8,0,0,1,1,2,4,1,7,4,1,No,Multiracial,Vocational training/2-year college,Male,Yes,Yes,Pacific Northwest,50 to 59,9,6,2,10,4,3,1,8,7,5
806,1,9,2,1,2,3,3,2,1,1,1,15.53630482,21.32676162,9.55409705,2.05535701,9.07178801,0.8360503,15.26106688,4.09991291,15.02033711,7.23832429,1,4,1,1,3,6,1,3,6,3,4,2,34,0,0,0,0,0,0,7,0,0,0,1,2,1,3,1,6,2,0,No,White,"Some college, no degree",Male,Yes,No,Pacific Northwest,30 to 39,9,10,6,2,5,1,8,3,7,4
807,1,9,2,2,2,2,3,2,3,1,2,12.36724635,14.3017395,11.76508146,12.42603345,3.9970123,0.86367552,5.39851945,6.10374079,14.52287151,18.25407968,2,4,1,1,4,4,5,2,2,4,3,2,71,0,0,0,0,0,0,7,0,0,0,1,1,2,3,2,6,6,1,No,White,"Some college, no degree",Female,Yes,Yes,Pacific Northwest,70+,6,8,5,7,2,1,3,4,9,10
811,1,9,2,4,2,1,2,1,2,1,2,10.09313966,10.61757815,11.6733306,12.81503234,2.094496,13.25321034,9.57010542,4.01203764,21.02647281,4.84459704,1,2,2,2,3,5,4,4,5,4,4,4,40,0,0,0,0,0,0,7,0,0,0,1,1,2,8,1,6,3,0,No,White,Doctoral/Law Degree,Male,Yes,Yes,Pacific Northwest,40 to 49,5,6,7,8,1,9,4,2,10,3
812,1,1,1,3,2,1,2,1,4,1,1,6.45265331,10.5719272,6.20256488,14.90245287,13.71446372,14.42640838,14.80467524,7.41802662,1.73076463,9.77606315,1,1,1,1,5,4,5,5,5,3,4,3,40,0,0,0,0,0,0,7,0,0,0,1,1,2,7,1,6,3,3,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,Alaska/British Columbia,40 to 49,3,6,2,10,7,8,9,4,1,5
813,1,9,2,4,2,2,3,3,3,1,1,22.38301764,8.94540144,8.47033095,14.45955236,17.57384507,0.66048071,1.72908247,4.84998654,2.43871648,18.48958634,1,3,1,2,4,3,5,3,5,5,5,4,61,0,0,0,0,0,0,7,0,0,0,1,2,3,3,1,6,5,2,No,White,"Some college, no degree",Male,Yes,No,Pacific Northwest,60 to 69,10,6,5,7,8,1,2,4,3,9
814,1,1,1,3,2,3,2,3,2,1,1,21.60345566,17.57236518,3.46993239,17.62055471,14.73307732,1.47632067,0.28739519,4.94049126,7.69460102,10.6018066,1,4,1,1,4,3,4,3,4,4,4,4,56,0,0,0,0,0,0,7,0,0,0,1,1,2,2,1,6,4,1,No,White,High school graduate,Male,Yes,Yes,Alaska/British Columbia,50 to 59,10,8,3,9,7,2,1,4,5,6
815,1,2,3,2,2,1,1,2,2,1,1,15.98094676,17.22531623,4.3570358,20.37642551,10.61681867,4.66696224,1.10565232,8.39025308,1.83764431,15.44294508,4,4,1,1,4,3,3,3,3,4,5,4,35,0,0,0,0,0,0,7,0,0,0,1,1,2,5,1,6,2,1,No,White,4-year college/bachelor's degree,Male,Yes,Yes,California,30 to 39,8,9,3,10,6,4,1,5,2,7
817,1,1,1,2,2,1,1,1,1,1,1,3.06158504,8.01765759,4.99312673,3.8112767,9.38292301,18.18789686,13.88707626,22.63021388,3.51564017,12.51260375,2,1,2,2,5,4,4,4,5,5,5,4,35,0,0,3,0,0,0,0,0,0,0,1,1,2,7,1,3,2,0,No,Black,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,Alaska/British Columbia,30 to 39,1,5,4,3,6,9,8,10,2,7
819,1,9,2,4,2,2,2,3,3,1,1,6.68001247,8.62368939,18.30682126,4.90782432,16.65327089,5.41385361,9.47856903,18.70404635,5.54992922,5.68198346,2,1,1,1,4,2,3,4,4,4,5,4,40,0,0,0,0,0,0,7,0,0,0,1,1,2,7,1,6,3,2,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,Pacific Northwest,40 to 49,5,6,9,1,8,2,7,10,3,4
823,1,3,4,3,2,2,2,2,2,1,1,9.78979525,4.89628299,11.27204664,22.98801412,15.0564273,4.1933793,2.17776873,5.91820994,11.63167564,12.0764001,2,3,1,2,4,3,4,3,4,4,5,4,43,0,2,0,0,0,0,0,0,0,0,2,1,2,5,2,2,3,1,No,Asian,4-year college/bachelor's degree,Female,No,Yes,New England,40 to 49,5,3,6,10,9,2,1,4,7,8
826,1,7,2,2,2,2,2,3,2,1,2,19.40802413,16.07633687,9.65529689,12.74321498,4.2875689,0.89313055,0.31391402,8.4466757,14.45611254,13.71972542,1,1,1,1,3,3,3,3,3,5,5,3,50,0,0,0,0,0,0,7,0,0,0,1,1,2,7,1,6,4,0,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,Pacific Northwest,50 to 59,10,9,5,6,3,2,1,4,8,7
827,1,3,4,1,2,1,1,1,1,1,1,19.31592358,15.36728223,17.57505641,5.94907089,8.06087508,0.7392923,0.32386098,4.77446366,19.95666292,7.93751195,1,2,1,1,5,4,4,4,3,4,4,3,33,0,0,0,0,0,0,7,0,0,0,1,1,2,7,2,6,2,0,No,White,2 or 3 years postgraduate work/master's degree,Female,Yes,Yes,New England,30 to 39,9,7,8,4,6,2,1,3,10,5
829,1,4,4,4,2,2,2,2,2,1,1,20.43697603,16.31977001,13.81113444,6.02830922,8.85419924,0.45970871,0.4050568,5.28987335,17.50062206,10.89435014,1,2,#NULL!,2,4,4,3,1,3,3,5,4,48,0,0,0,0,0,0,7,0,0,0,1,1,1,5,1,6,3,1,No,White,4-year college/bachelor's degree,Male,Yes,Yes,New England,40 to 49,10,8,7,4,5,2,1,3,9,6
831,1,4,4,1,2,1,2,1,1,1,1,22.99579584,13.8585483,17.03498607,12.34479848,7.1048086,7.42412126,1.38600729,5.46506435,3.92175721,8.46411261,1,1,1,1,5,5,3,2,5,5,5,4,40,0,0,0,0,0,0,7,0,0,0,2,1,2,5,2,6,3,0,No,White,4-year college/bachelor's degree,Female,No,Yes,New England,40 to 49,10,8,9,7,4,5,1,3,2,6
832,1,4,4,4,2,3,3,4,7,3,1,15.5365686,12.77775827,13.10359948,5.19803906,1.17532532,1.77078137,23.00877688,7.4102823,18.26886708,1.75000165,2,3,1,2,4,4,4,2,4,4,4,4,35,0,0,0,0,0,0,7,0,0,0,1,1,2,4,2,6,2,6,No,White,Vocational training/2-year college,Female,Yes,Yes,New England,30 to 39,8,6,7,4,1,3,10,5,9,2
833,1,3,4,2,2,2,3,2,4,1,1,7.42271798,18.55845113,8.05960458,4.90154353,11.0318703,17.46771324,5.00669088,10.04168726,5.69054676,11.81917433,3,2,1,2,4,3,2,2,2,4,3,4,33,0,2,0,0,0,0,7,0,0,0,1,1,2,8,1,2,2,3,No,Asian,Doctoral/Law Degree,Male,Yes,Yes,New England,30 to 39,4,10,5,1,7,9,2,6,3,8
834,1,4,4,2,2,2,3,1,1,1,1,9.4540979,8.76096518,18.3892555,1.8611019,7.08982794,1.56268712,23.62318244,4.8633634,20.46352991,3.93198871,#NULL!,1,1,1,5,3,5,3,4,5,5,3,40,0,0,0,0,0,0,7,0,0,0,1,1,1,3,2,6,3,0,No,White,"Some college, no degree",Female,Yes,Yes,New England,40 to 49,7,6,8,2,5,1,10,4,9,3
835,1,1,1,2,2,2,2,2,2,1,1,6.97773667,9.24842513,13.94122091,6.01179572,10.54900694,6.80655673,10.71880563,5.02286561,27.07115934,3.65242732,1,2,2,2,4,4,3,4,3,3,4,5,44,0,0,0,0,0,0,7,0,0,0,1,1,2,7,2,6,3,1,No,White,2 or 3 years postgraduate work/master's degree,Female,Yes,Yes,Alaska/British Columbia,40 to 49,5,6,9,3,7,4,8,2,10,1
836,1,3,4,3,2,3,5,3,6,1,1,23.15907148,2.76722731,15.71839544,11.21251947,9.55103045,1.86579849,4.7353831,5.93787829,14.54848837,10.5042076,1,4,3,5,4,3,4,2,3,2,3,2,72,0,0,0,0,0,0,7,0,0,0,1,1,2,3,2,6,6,5,No,White,"Some college, no degree",Female,Yes,Yes,New England,70+,10,2,9,7,5,1,3,4,8,6
839,1,8,4,2,2,2,3,3,6,2,2,18.09744679,14.5234497,24.00321839,7.98833295,4.50567283,1.9626262,1.9948987,8.91890854,11.09825636,6.90718955,1,4,1,1,5,4,2,1,3,5,4,2,29,0,0,0,0,0,0,7,0,0,0,1,1,1,5,1,6,1,4,No,White,4-year college/bachelor's degree,Male,Yes,Yes,New England,18 to 29,9,8,10,5,3,1,2,6,7,4
840,1,3,4,1,2,4,7,4,7,1,1,16.3561509,13.00830079,5.65218333,16.68892194,16.31920632,1.49499066,0.86916958,4.21506325,7.43700763,17.95900562,1,2,1,1,4,3,4,3,3,3,4,3,32,0,0,0,0,0,0,7,0,0,0,1,1,1,8,2,6,2,6,No,White,Doctoral/Law Degree,Female,Yes,Yes,New England,30 to 39,8,6,4,9,7,2,1,3,5,10
841,1,3,4,4,2,4,7,3,3,3,2,12.21839384,4.73884294,8.62760668,8.92857208,20.86984157,6.08539085,5.27845411,4.74598566,24.42326661,4.08364566,1,2,1,1,4,4,4,4,5,4,4,4,38,0,2,0,0,0,0,0,0,0,0,2,1,2,7,2,2,2,1,No,Asian,2 or 3 years postgraduate work/master's degree,Female,No,Yes,New England,30 to 39,8,2,6,7,9,5,4,3,10,1
842,1,4,4,3,2,3,2,#NULL!,7,1,1,14.55585103,13.22250576,14.38589534,6.18048963,9.2591678,15.06939246,5.91241616,6.79249396,9.77585365,4.84593422,4,2,1,2,4,2,4,3,2,4,3,3,57,0,0,0,0,0,0,7,0,0,0,1,2,1,2,1,6,4,6,No,White,High school graduate,Male,Yes,No,New England,50 to 59,9,7,8,3,5,10,2,4,6,1
843,1,4,4,2,2,1,2,1,1,1,1,19.27632789,10.94085807,14.84327552,17.78449977,1.46009611,1.187141,2.22457659,9.36892047,19.67762284,3.23668175,1,5,1,1,4,3,3,3,3,3,3,3,39,0,0,0,0,0,0,7,0,0,0,1,2,4,3,2,6,2,0,No,White,"Some college, no degree",Female,Yes,No,New England,30 to 39,9,6,7,8,2,1,3,5,10,4
844,1,7,2,4,2,2,2,2,2,1,2,8.9684613,6.85705944,8.51934924,13.69298142,17.54423132,8.56387719,5.90783779,6.09075444,13.88938652,9.96606135,2,1,1,1,3,4,4,1,3,3,2,3,21,0,2,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,0,No,Asian,"Some college, no degree",Female,No,No,Pacific Northwest,18 to 29,6,3,4,8,10,5,1,2,9,7
845,1,3,4,3,2,4,7,4,7,3,2,17.71956082,21.27112125,10.26487188,6.66055284,10.876705,4.50668697,1.50681108,6.47056978,3.85966141,16.86345897,1,3,1,2,4,2,3,2,3,4,4,4,18,0,0,0,0,0,0,7,0,0,0,2,2,1,1,2,6,1,5,No,White,Some high school,Female,No,No,New England,18 to 29,9,10,6,5,7,3,1,4,2,8
846,1,3,4,2,2,1,3,1,2,2,1,18.50946285,10.82889038,10.07303237,9.04581533,19.98337078,2.56931331,0.50998387,6.11030539,11.98879285,10.38103287,2,5,1,1,5,5,3,5,4,5,4,1,29,0,0,0,4,0,0,0,0,0,0,1,1,2,5,1,4,1,1,No,Hispanic,4-year college/bachelor's degree,Male,Yes,Yes,New England,18 to 29,9,7,5,4,10,2,1,3,8,6
847,1,5,4,3,2,2,5,3,2,1,1,20.6413997,18.40094557,18.9299989,6.91122627,1.58069302,0.3115992,2.24906464,7.44552303,19.53101555,3.99853413,1,1,1,1,4,3,4,3,3,5,5,3,28,0,0,0,0,0,0,7,0,0,0,1,2,2,3,1,6,1,1,No,White,"Some college, no degree",Male,Yes,No,New England,18 to 29,10,7,8,5,2,1,3,6,9,4
850,1,3,4,2,2,2,3,3,3,2,1,17.52798137,3.38145126,13.17488887,6.1319445,22.69152988,1.80958037,5.78100408,7.8156508,5.23700723,16.44896163,1,4,1,2,5,2,1,5,4,1,4,4,21,0,0,0,0,0,0,7,0,0,0,1,2,1,3,2,6,1,2,No,White,"Some college, no degree",Female,Yes,No,New England,18 to 29,9,2,7,5,10,1,4,6,3,8
851,1,1,1,4,2,3,6,3,3,1,2,11.75681835,4.45228567,16.00114687,5.56607444,1.86356418,10.58845528,5.19662355,16.63401152,15.06938839,12.87163176,2,4,1,2,5,1,4,1,1,3,3,1,23,0,0,0,0,0,0,7,0,0,0,1,2,2,5,2,6,1,1,No,White,4-year college/bachelor's degree,Female,Yes,No,Alaska/British Columbia,18 to 29,6,2,9,4,1,5,3,10,8,7
852,1,3,4,4,2,4,7,4,7,3,1,24.24743385,17.60018111,11.39304903,9.93814049,5.88992021,1.58778315,0.32800854,4.47257295,18.73267016,5.81024052,1,3,1,2,3,4,4,3,4,5,5,5,67,0,0,0,0,0,0,7,0,0,0,2,2,3,4,2,6,5,6,No,White,Vocational training/2-year college,Female,No,No,New England,60 to 69,10,8,7,6,5,2,1,3,9,4
854,1,3,4,4,2,2,1,1,1,1,1,7.43231614,21.20619891,4.20485084,11.76273078,8.39695537,0.98191615,10.71579225,3.18373391,24.59238984,7.52311582,1,2,1,1,5,3,4,3,2,5,4,2,36,0,0,0,0,0,0,7,0,0,0,1,2,1,4,2,6,2,0,No,White,Vocational training/2-year college,Female,Yes,No,New England,30 to 39,4,9,3,8,6,1,7,2,10,5
855,1,1,1,1,2,3,6,2,6,1,2,15.56610178,25.27799584,11.64948433,2.95801857,4.13763574,2.91679557,6.5131486,3.22932349,20.68391681,7.06757929,1,1,1,1,5,6,5,2,2,4,5,2,27,1,0,0,0,0,0,0,0,0,0,1,2,6,5,2,1,1,4,No,American Indian and Alaska Native,4-year college/bachelor's degree,Female,Yes,No,Alaska/British Columbia,18 to 29,8,10,7,2,4,1,5,3,9,6
859,1,3,4,3,2,3,3,4,7,3,1,22.33382562,18.91760886,21.13116856,6.7792159,8.1599261,0.35992494,1.9431241,3.73711538,12.15397052,4.48412003,1,2,3,1,4,4,5,3,5,5,5,4,42,0,0,0,0,0,0,7,0,0,0,1,1,1,5,2,6,3,6,No,White,4-year college/bachelor's degree,Female,Yes,Yes,New England,40 to 49,10,8,9,5,6,1,2,3,7,4
862,1,7,2,4,2,2,3,2,2,1,2,16.11158564,19.21279529,8.24401076,15.39396882,10.42928165,3.76736663,3.3257001,6.36620639,5.02006646,12.12901824,4,4,1,2,1,3,2,1,3,5,2,1,25,0,0,0,0,0,0,7,0,0,0,1,2,1,3,1,6,1,0,No,White,"Some college, no degree",Male,Yes,No,Pacific Northwest,18 to 29,9,10,5,8,6,2,1,4,3,7
867,1,1,1,1,1,1,1,1,1,1,1,13.3528919,4.46346392,15.56332033,8.11663956,14.94064008,3.97912022,4.26412143,13.25051394,13.66061882,8.40866981,1,1,1,1,5,5,5,5,5,5,5,5,40,0,0,0,0,0,0,7,0,0,0,1,1,2,6,1,6,3,0,Yes,White,"Some postgraduate work, no degree",Male,Yes,Yes,Alaska/British Columbia,40 to 49,7,3,10,4,9,1,2,6,8,5
869,1,1,1,5,2,3,6,4,7,1,6,15.73873589,6.59294505,15.81972244,3.74911553,2.39334933,9.71358832,9.51994479,12.36396585,19.52006129,4.58857151,3,3,3,5,6,6,6,6,6,6,6,6,27,0,0,0,0,0,0,7,0,0,0,1,2,1,2,2,6,1,1,No,White,High school graduate,Female,Yes,No,Alaska/British Columbia,18 to 29,8,4,9,2,1,6,5,7,10,3
870,1,7,2,4,2,2,4,3,2,1,1,20.84402517,14.94680568,17.90064075,6.39945085,10.98882638,0.46913453,0.25276034,3.00355928,18.59014663,6.60465039,1,5,1,1,4,3,3,3,2,3,3,2,25,0,0,0,0,0,0,7,0,0,0,1,2,1,5,1,6,1,1,No,White,4-year college/bachelor's degree,Male,Yes,No,Pacific Northwest,18 to 29,10,7,8,4,6,2,1,3,9,5
873,1,7,2,4,2,3,2,3,3,1,1,23.09231031,17.55795696,3.8793484,13.86006722,14.55714976,1.42790846,0.98611536,6.99326372,2.96382371,14.68205611,1,1,1,1,3,4,4,3,3,4,4,4,73,0,0,0,0,0,0,7,0,0,0,1,1,2,3,2,6,6,2,No,White,"Some college, no degree",Female,Yes,Yes,Pacific Northwest,70+,10,9,4,6,7,2,1,5,3,8
874,1,1,1,4,2,4,7,4,7,1,2,18.24761745,20.7150906,17.6470025,12.37966896,7.79499559,1.23050479,1.62168739,4.39363887,10.50717638,5.46261746,1,2,1,2,3,3,2,3,4,4,4,1,32,1,0,0,0,0,0,7,0,0,0,2,1,1,3,2,1,2,5,No,American Indian and Alaska Native,"Some college, no degree",Female,No,Yes,Alaska/British Columbia,30 to 39,9,10,8,7,5,1,2,3,6,4
883,1,7,2,1,2,2,2,2,2,1,2,4.06208288,7.78417417,7.44749752,5.7877235,8.89456443,19.13463066,16.24453105,6.7182842,17.30357635,6.62293523,3,2,1,2,4,4,4,5,3,3,4,4,44,0,0,0,0,0,0,7,0,0,0,1,1,2,7,1,6,3,0,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,Pacific Northwest,40 to 49,1,6,5,2,7,10,8,4,9,3
885,1,9,2,1,2,3,3,4,7,3,3,9.05401958,11.59871716,13.37761932,18.99046656,5.76288726,4.8861606,4.72372655,9.24977353,14.47937382,7.87725562,3,2,1,3,4,2,4,3,4,4,4,3,35,0,0,0,0,0,0,7,0,0,0,1,1,1,5,1,6,2,4,No,White,4-year college/bachelor's degree,Male,Yes,Yes,Pacific Northwest,30 to 39,5,7,8,10,3,2,1,6,9,4
887,1,9,2,3,1,2,4,2,3,2,3,10.17633776,9.15313913,10.45316424,11.06577524,2.8607818,6.97007066,16.00226612,9.53202443,19.48568997,4.30075067,#NULL!,1,1,3,2,2,3,2,3,3,2,4,25,0,0,0,0,0,0,7,0,0,0,1,1,1,7,2,6,1,0,Yes,White,2 or 3 years postgraduate work/master's degree,Female,Yes,Yes,Pacific Northwest,18 to 29,6,4,7,8,1,3,9,5,10,2
891,1,9,2,4,2,2,3,2,2,3,2,20.21397075,14.71987913,9.98198218,5.89075171,13.89407573,1.69378866,0.37529655,4.04293188,16.83246755,12.35485586,2,5,1,1,3,3,3,3,3,3,3,3,73,0,0,0,0,0,0,7,0,0,0,1,1,2,3,1,6,6,0,No,White,"Some college, no degree",Male,Yes,Yes,Pacific Northwest,70+,10,8,5,4,7,2,1,3,9,6
892,1,9,2,3,2,3,6,3,3,1,2,3.85672172,7.69413816,13.25656068,15.33820473,2.26836297,6.01086841,28.90148538,9.6283622,10.04333222,3.00196352,1,2,1,1,4,4,3,3,3,4,4,3,70,0,0,0,0,0,0,7,0,0,0,1,2,5,5,2,6,6,1,No,White,4-year college/bachelor's degree,Female,Yes,No,Pacific Northwest,70+,3,5,8,9,1,4,10,6,7,2
893,1,9,2,4,1,3,3,2,2,1,1,15.06162796,7.96771938,15.43441889,8.71706168,3.54788675,2.87756208,0.64501906,22.48637046,16.26482702,6.99750673,1,4,1,1,5,3,4,3,4,4,4,4,39,0,0,0,0,0,0,7,0,0,0,1,1,1,8,2,6,2,1,Yes,White,Doctoral/Law Degree,Female,Yes,Yes,Pacific Northwest,30 to 39,7,5,8,6,3,2,1,10,9,4
901,1,2,3,1,1,1,1,1,1,1,1,20.91379101,7.82281112,14.27202089,15.99374929,8.86336794,1.39413058,1.96917222,13.67705243,6.17426674,8.91963777,2,1,1,2,4,4,5,3,5,4,5,6,25,0,2,0,0,0,0,0,0,0,0,1,1,2,8,2,2,1,0,Yes,Asian,Doctoral/Law Degree,Female,Yes,Yes,California,18 to 29,10,4,8,9,5,1,2,7,3,6
903,1,1,1,1,2,3,6,3,6,1,1,20.12336469,11.2970797,18.07224197,11.66557328,2.9319024,2.55163473,1.69549194,6.82731246,6.36712622,18.46827261,2,4,1,2,5,3,5,4,4,3,2,2,43,0,0,0,0,0,0,0,0,9,0,1,2,2,4,1,8,3,5,No,Other or No Answer,Vocational training/2-year college,Male,Yes,No,Alaska/British Columbia,40 to 49,10,6,8,7,3,2,1,5,4,9
908,1,9,2,2,2,3,2,3,2,1,1,16.72552326,8.30466142,11.66835664,2.52752611,14.08297025,1.28731096,2.25549669,6.52123777,17.08615858,19.54075831,1,4,1,1,2,3,3,1,2,4,4,2,75,0,0,0,0,0,0,7,0,0,0,1,2,1,8,1,6,6,1,No,White,Doctoral/Law Degree,Male,Yes,No,Pacific Northwest,70+,8,5,6,3,7,1,2,4,9,10
909,1,7,2,3,2,2,5,3,3,3,1,18.76257636,3.82773009,5.61271374,17.83123428,20.8647966,4.40042106,0.50638665,8.43460972,2.02004112,17.73949038,1,5,1,1,2,3,3,1,3,4,4,3,63,0,0,0,0,0,0,7,0,0,0,1,1,2,5,2,6,5,2,No,White,4-year college/bachelor's degree,Female,Yes,Yes,Pacific Northwest,60 to 69,9,3,5,8,10,4,1,6,2,7
911,1,9,2,5,2,2,3,2,2,1,1,17.36775479,14.94041214,16.00944045,18.13217636,9.3792308,4.63639619,0.67763218,9.67948302,5.17192591,4.00554815,1,2,1,1,5,5,3,5,5,4,5,1,37,0,2,0,0,0,0,0,0,0,0,2,2,2,5,1,2,2,1,No,Asian,4-year college/bachelor's degree,Male,No,No,Pacific Northwest,30 to 39,9,7,8,10,5,3,1,6,4,2
912,1,9,2,4,2,3,3,3,2,3,1,24.82424882,16.72329724,22.52454006,2.57957772,2.95109278,0.35749682,3.58384485,10.67296191,12.64504044,3.13789936,2,2,1,2,4,3,2,4,4,3,4,3,77,0,0,0,0,0,0,7,0,0,0,1,1,5,3,2,6,6,1,No,White,"Some college, no degree",Female,Yes,Yes,Pacific Northwest,70+,10,8,9,2,3,1,5,6,7,4
915,1,7,2,2,2,2,3,3,2,1,1,14.03254284,12.32489349,20.49294326,6.9855294,1.09268557,3.65545545,12.77260274,7.94690986,19.3339572,1.3624802,1,1,1,1,4,4,4,2,3,4,4,4,22,0,0,0,4,0,0,0,0,0,0,2,2,1,3,1,4,1,1,No,Hispanic,"Some college, no degree",Male,No,No,Pacific Northwest,18 to 29,8,6,10,4,1,3,7,5,9,2
917,1,9,2,4,2,1,1,3,1,1,1,19.64080312,11.56598763,24.92055198,5.43086367,1.89916641,3.71150188,14.38698088,9.00356463,8.15484597,1.28573385,1,2,1,1,5,6,5,5,6,4,4,6,69,0,0,0,0,0,0,7,0,0,0,1,1,2,4,2,6,5,0,No,White,Vocational training/2-year college,Female,Yes,Yes,Pacific Northwest,60 to 69,9,7,10,4,2,3,8,6,5,1
921,1,7,2,4,2,3,6,3,2,1,2,8.02721999,7.07036261,17.34442409,1.71883201,3.291592,10.05520639,22.99872155,12.73444434,15.09516169,1.66403534,1,2,1,1,4,4,1,1,1,6,2,6,31,0,0,0,0,0,0,7,0,0,0,2,2,1,2,1,6,2,0,No,White,High school graduate,Male,No,No,Pacific Northwest,30 to 39,5,4,9,2,3,6,10,7,8,1
922,1,9,2,4,2,2,2,2,3,3,1,23.15435279,7.30741902,10.93032485,18.86968492,1.48576187,3.47697742,5.8865178,13.38127414,8.25645913,7.25122807,2,1,1,1,5,5,6,1,1,2,5,1,79,0,0,0,0,0,0,7,0,0,0,1,1,2,5,1,6,6,2,No,White,4-year college/bachelor's degree,Male,Yes,Yes,Pacific Northwest,70+,10,5,7,9,1,2,3,8,6,4
925,1,9,2,4,2,1,1,4,7,1,1,7.81007222,6.85034884,13.50853123,10.15869522,6.73081915,8.37115568,14.29479932,9.86041857,10.44635683,11.96880294,1,2,1,1,4,3,4,4,4,4,4,4,37,0,0,0,0,0,0,7,0,0,0,1,1,2,6,1,6,2,6,No,White,"Some postgraduate work, no degree",Male,Yes,Yes,Pacific Northwest,30 to 39,3,2,9,6,1,4,10,5,7,8
926,1,9,2,2,2,3,2,2,2,3,2,10.95883383,21.87744728,6.56730489,14.75750005,14.46396702,0.99771585,5.29521034,11.45156472,4.60569591,9.0247601,2,3,3,2,4,3,3,4,3,3,3,3,80,0,0,0,0,5,0,7,0,0,0,1,1,2,5,1,8,6,0,No,Other or No Answer,4-year college/bachelor's degree,Male,Yes,Yes,Pacific Northwest,70+,6,10,4,9,8,1,3,7,2,5
927,1,9,2,3,2,2,4,3,3,2,2,16.2422913,4.4501783,9.72942172,16.94956886,18.8443674,6.5942888,2.46309535,12.04590697,1.71134233,10.96953896,2,3,1,3,5,2,4,3,2,2,3,3,29,0,0,0,0,0,0,7,0,0,0,1,2,1,1,1,6,1,1,No,White,Some high school,Male,Yes,No,Pacific Northwest,18 to 29,8,3,5,9,10,4,2,7,1,6
929,1,9,2,4,2,3,4,4,7,1,1,7.90383329,8.62465989,18.74741693,7.0165568,4.98488085,1.58658709,19.36910773,9.72864469,20.82480855,1.21350417,1,3,1,1,5,5,5,3,5,3,5,3,21,0,0,3,0,0,0,0,0,0,0,1,2,1,2,2,3,1,6,No,Black,High school graduate,Female,Yes,No,Pacific Northwest,18 to 29,5,6,8,4,3,2,9,7,10,1
