X1,sys_RespNum,QUOTA,Q9Quota,State,Region,Opinion_aqua_pre,Support_pre,Wild_farmed_pre,M3_strong,M3_weak,VIDEOQUOTA,Opinion_video,Support_post,Purchase_seafood_post,Opinion_aqua_post,Wild_farmed_post,Trust_scientists,Trust_NGO,Trust_Govt,Trust_Chefs,Trust_farmers,Trust_grocer,Trust_food_companies,Age,Marital,Education,Religion,Race,Income,Gender,MXD_I,MXD_II,MXD_III,MXD_IV,MXD_V,MXD_VI,MXD_VII,MXD_VIII,MXD_IX,MXD_X,Message_1,Message_2,Message_3,Message_4,Message_5,Message_6,Message_7,Message_8,Message_9,Message_10,Region_factor,Gender_factor,Race_factor,Education_factor,Marital_factor,Last_seafood_factor,Neighborhood_factor,survey_2_region,survey_2_state
70,285,1,2,5,3,2,1,3,4,3,3,3,4,3,4,3,2,3,1,1,3,3,2,45,2,8,11,3,9,1,6.0764,8.1208,6.57615,4.04687,10.36444,19.68803,8.04854,12.1946,13.7245,11.15967,2,5,3,1,6,10,4,8,9,7,West,Male,Asian,2 or 3 years postgraduate work/master's degree,Married,Within the last month,Suburban,3,California
106,722,1,1,5,3,3,3,1,5,3,6,2,3,2,2,1,4,3,4,3,3,3,2,45,2,8,2,3,7,2,2.18531,4.88533,0.61905,6.00916,17.12938,20.39991,5.36634,15.04189,8.41162,19.952,2,3,1,5,8,10,4,7,6,9,West,Female,Asian,2 or 3 years postgraduate work/master's degree,Married,2 days ago,Suburban,3,California
362,769,1,1,19,4,1,3,#NULL!,5,1,3,1,2,#NULL!,1,#NULL!,3,6,3,3,4,3,6,45,2,6,1,1,2,1,13.83292,7.18516,6.3025,10.95517,9.75015,4.22696,5.91741,13.53504,20.9685,7.32621,9,4,3,7,6,1,2,8,10,5,South,Male,White,4-year college/bachelor's degree,Married,More than a month ago,Rural,8,Louisiana
382,72,1,2,22,1,2,2,2,4,2,1,2,2,2,2,3,3,3,4,4,3,4,4,45,2,6,6,3,1,2,15.86972,23.38628,2.31607,19.93223,10.61172,0.42296,2.28864,11.01463,5.47601,8.68175,8,10,3,9,6,1,2,7,4,5,Northeast,Female,Asian,4-year college/bachelor's degree,Married,Within the last month,Urban,4,Massachusetts
501,748,1,2,32,3,2,2,3,4,2,5,1,2,2,1,3,3,3,3,4,3,3,3,45,1,4,12,4,2,2,11.70876,7.63996,0.50134,5.68823,9.5185,2.79615,14.10945,19.48731,7.35979,21.19052,7,5,1,3,6,2,8,9,4,10,West,Female,Mixed,"Some college, no degree",Single,More than a month ago,Urban,7,New Mexico
581,346,1,2,36,2,3,4,1,4,2,6,3,3,3,3,1,2,2,1,2,4,1,2,45,2,5,11,2,2,2,5.02374,3.12494,1.6756,1.94108,13.09381,9.2344,13.76222,23.05148,6.55815,22.53457,4,3,1,2,7,6,8,10,5,9,Midwest,Female,African American,Vocational training/2 year college,Married,Within the last week,Urban,6,Ohio
624,477,1,1,38,3,6,2,3,5,5,4,1,1,1,1,3,6,1,1,3,5,6,2,45,2,3,11,1,9,2,13.59613,5.86101,2.05534,9.89252,24.3042,7.06514,8.48311,7.51748,13.27076,7.95433,9,2,1,7,10,3,6,4,8,5,West,Female,White,High school graduate,Married,2 days ago,Suburban,2,Oregon
676,219,1,2,43,4,2,2,2,5,4,5,1,1,1,1,2,4,4,3,4,4,3,3,45,6,8,11,1,4,2,18.86099,2.58528,16.3274,6.29022,11.5141,18.00794,4.43516,7.73237,4.82196,9.42458,10,1,8,4,7,9,2,5,3,6,South,Female,White,2 or 3 years postgraduate work/master's degree,Other,Today,Urban,8,Tennessee
715,422,1,1,44,4,3,2,1,5,5,1,2,2,2,2,2,5,5,4,4,4,3,3,45,2,6,11,1,6,2,11.72268,2.90554,7.02576,10.4138,13.1435,2.46675,19.47272,11.19344,17.24824,4.40756,7,2,4,5,8,1,10,6,9,3,South,Female,White,4-year college/bachelor's degree,Married,Within the last month,Rural,8,Texas
748,109,1,2,45,3,6,3,3,3,3,2,3,3,3,3,3,6,6,6,6,6,6,6,45,2,6,4,1,8,2,8.39014,10.44836,2.0503,11.68332,19.9831,2.65907,10.03003,8.09445,12.42047,14.24075,4,6,1,7,10,2,5,3,8,9,West,Female,White,4-year college/bachelor's degree,Married,Within the last month,Suburban,7,Utah
750,475,1,1,45,3,4,3,1,3,3,1,3,3,3,4,2,5,3,3,3,3,3,3,45,2,9,13,1,5,1,15.41327,17.20629,4.80472,8.26052,4.14062,8.6776,9.22067,3.97999,11.0483,17.24803,8,9,3,4,2,5,6,1,7,10,West,Male,White,Doctoral/law degree,Married,Within the last month,Suburban,7,Utah
45,737,1,1,4,4,6,3,#NULL!,4,4,3,2,2,#NULL!,6,#NULL!,3,2,1,4,6,3,1,44,1,4,1,1,1,1,17.41605,16.97336,10.46422,10.7224,4.48574,7.34335,12.8922,8.82082,6.94462,3.93724,10,9,6,7,2,4,8,5,3,1,South,Male,White,"Some college, no degree",Single,Within the last month,Suburban,8,Arkansas
148,648,1,1,6,3,1,1,3,5,4,3,2,1,1,1,3,3,6,3,1,3,3,3,44,1,4,5,5,2,1,7.97,11.80447,4.38447,10.48181,3.93976,2.80245,11.07788,12.3539,14.28025,20.905,4,7,3,5,2,1,6,8,9,10,West,Male,Other,"Some college, no degree",Single,Within the last month,Urban,7,Colorado
233,24,1,2,11,4,6,1,3,4,3,3,2,2,3,2,1,4,3,4,4,2,4,3,44,3,3,13,1,1,2,14.02691,13.56936,14.86111,7.76351,12.26498,12.48696,7.72853,4.57936,3.87587,8.84342,9,8,10,4,6,7,3,2,1,5,South,Female,White,High school graduate,Divorced,Within the last week,Rural,8,Georgia
267,68,1,1,14,2,2,3,2,4,5,3,1,2,3,3,1,5,5,5,5,5,5,5,44,2,7,13,3,5,1,6.67196,16.51486,3.19951,5.62444,15.6954,12.88112,14.02583,10.34623,9.16354,5.87711,4,10,1,2,9,7,8,6,5,3,Midwest,Male,Asian,"Some postgraduate work, no degree",Married,Within the last week,Suburban,6,Illinois
367,570,1,2,20,1,4,5,1,1,4,2,#NULL!,3,4,5,1,3,6,1,2,3,3,2,44,2,6,8,1,8,1,3.5057,6.23066,10.36244,5.15573,14.39108,9.29426,17.98044,16.02887,8.46385,8.58697,1,3,7,2,8,6,10,9,4,5,Northeast,Male,White,4-year college/bachelor's degree,Married,Can't remember,Rural,4,Maine
369,760,1,1,20,1,1,1,3,5,1,2,1,1,1,1,3,4,6,4,5,5,5,4,44,2,5,2,1,2,2,18.20983,9.49995,1.33764,8.52384,10.69972,0.53586,2.90317,17.71607,11.34126,19.23266,9,5,2,4,6,1,3,8,7,10,Northeast,Female,White,Vocational training/2 year college,Married,2 days ago,Rural,4,Maine
416,902,1,1,23,2,2,2,1,5,3,2,1,2,1,1,3,2,6,1,5,4,2,3,44,2,6,10,1,4,2,15.56611,11.34718,2.53194,7.77262,7.05961,11.32703,5.33129,7.07941,15.73796,16.24685,8,7,1,5,3,6,2,4,9,10,Midwest,Female,White,4-year college/bachelor's degree,Married,Today,Suburban,6,Michigan
421,33,1,1,24,2,4,4,1,5,3,6,1,2,2,2,1,4,3,3,3,4,4,3,44,2,6,1,1,5,2,3.81242,16.53539,1.02648,10.72272,13.03954,10.82744,4.67311,5.51993,18.70806,15.13491,2,9,1,5,7,6,3,4,10,8,Midwest,Female,White,4-year college/bachelor's degree,Married,Within the last month,Suburban,6,Minnesota
496,964,1,1,31,1,5,5,1,1,1,3,5,5,5,5,1,1,2,1,2,2,1,1,44,6,4,11,5,2,2,9.40672,13.67331,13.61643,10.35583,2.86284,12.1761,4.3004,14.65634,13.18826,5.76378,4,9,8,5,1,6,2,10,7,3,Northeast,Female,Other,"Some college, no degree",Other,Within the last week,Urban,5,New Jersey
521,362,1,2,33,1,5,5,1,3,4,2,1,2,2,2,1,5,4,4,4,4,4,4,44,2,4,3,1,4,2,9.63299,8.04932,3.05478,6.40469,7.91362,16.29508,3.28288,6.12592,19.89991,19.3408,7,6,1,4,5,8,2,3,10,9,Northeast,Female,White,"Some college, no degree",Married,Within the last week,Suburban,5,New York
706,268,1,2,44,4,3,#NULL!,2,5,5,3,1,3,3,3,3,3,3,3,3,3,5,3,44,3,4,3,1,2,2,17.64626,14.7227,1.98639,13.92096,2.71503,3.46009,9.16001,14.80033,5.70321,15.88502,10,7,1,6,2,3,5,8,4,9,South,Female,White,"Some college, no degree",Divorced,More than a month ago,Urban,8,Texas
228,1043,1,1,10,4,3,3,3,4,3,1,1,2,2,1,3,4,3,1,5,3,3,4,43,1,5,13,2,1,#NULL!,16.20216,16.60608,12.92069,12.90094,7.92039,4.07071,2.16098,2.7363,14.14578,10.33596,9,10,7,6,4,3,1,2,8,5,South,NA,African American,Vocational training/2 year college,Single,Today,Rural,8,Florida
242,292,1,1,11,4,1,2,2,4,4,1,2,2,2,2,2,4,3,4,4,4,4,4,43,1,3,1,2,1,1,14.06132,19.16266,4.07705,17.11412,7.19456,3.19788,7.00985,8.43212,17.39065,2.35981,7,10,3,8,5,2,4,6,9,1,South,Male,African American,High school graduate,Single,More than a month ago,Suburban,8,Georgia
272,166,1,1,14,2,2,2,#NULL!,1,5,1,1,1,#NULL!,1,#NULL!,5,5,3,3,4,4,5,43,2,8,5,1,5,1,9.62682,13.08346,7.65322,7.2885,4.18732,12.82486,9.55211,14.82308,10.09427,10.86637,5,9,3,2,1,8,4,10,6,7,Midwest,Male,White,2 or 3 years postgraduate work/master's degree,Married,More than a month ago,Urban,6,Illinois
307,1009,1,1,14,2,6,3,#NULL!,3,3,5,3,3,#NULL!,3,#NULL!,3,3,3,3,3,3,3,43,2,3,2,1,4,1,7.06372,4.03513,7.91649,15.806,3.39025,12.59389,13.46192,18.70586,7.22068,9.80607,3,2,5,9,1,7,8,10,4,6,Midwest,Male,White,High school graduate,Married,More than a month ago,Rural,6,Illinois
371,841,1,1,20,1,1,1,2,5,2,6,1,1,1,1,2,5,5,4,5,5,5,4,43,2,6,9,1,6,1,15.43705,7.51557,1.01227,12.95781,11.93028,7.08395,3.15314,4.31048,15.13822,21.46124,9,5,1,7,6,4,2,3,8,10,Northeast,Male,White,4-year college/bachelor's degree,Married,Within the last week,Suburban,4,Maine
387,410,1,2,22,1,2,2,1,5,2,2,1,1,1,1,2,5,3,3,4,3,4,2,43,2,6,3,1,5,1,7.90882,12.81811,0.3488,13.37292,9.60388,2.30515,2.03423,20.32437,5.9521,25.33161,5,7,1,8,6,3,2,9,4,10,Northeast,Male,White,4-year college/bachelor's degree,Married,Within the last month,Suburban,4,Massachusetts
447,546,1,2,26,2,4,4,#NULL!,3,2,1,4,3,#NULL!,3,#NULL!,2,3,1,4,4,3,3,43,1,6,1,2,1,2,9.93262,14.99464,5.53146,6.90624,14.79497,2.35749,14.11127,16.93024,8.16888,6.27219,6,9,2,4,8,1,7,10,5,3,Midwest,Female,African American,4-year college/bachelor's degree,Single,More than a month ago,Suburban,6,Missouri
517,295,1,1,33,1,3,3,3,3,3,1,3,3,3,3,3,3,4,2,3,4,3,3,43,1,6,11,3,7,1,9.5665,20.15751,2.65168,8.00328,4.77033,7.73902,6.21066,7.79384,14.22907,18.87812,7,10,1,6,2,4,3,5,8,9,Northeast,Male,Asian,4-year college/bachelor's degree,Single,Within the last week,Urban,5,New York
543,829,1,2,33,1,6,5,#NULL!,1,1,5,1,2,#NULL!,2,#NULL!,3,4,4,3,4,4,3,43,1,8,13,1,2,1,8.79403,8.12233,4.11376,12.31552,20.56935,8.04806,13.51099,11.12916,3.77471,9.62211,5,4,2,8,10,3,9,7,1,6,Northeast,Male,White,2 or 3 years postgraduate work/master's degree,Single,2 days ago,Urban,5,New York
562,617,1,2,34,4,3,3,3,4,2,3,2,2,3,2,3,4,2,2,3,3,3,2,43,2,6,11,5,6,1,8.47593,7.71906,1.64374,11.97741,18.96256,1.9181,4.51248,18.81794,2.02909,23.94368,6,5,1,7,9,2,4,8,3,10,South,Male,Other,4-year college/bachelor's degree,Married,Within the last month,Suburban,8,North Carolina
733,778,1,1,44,4,4,2,2,5,1,6,1,2,2,2,1,1,1,4,4,3,3,4,43,2,5,2,1,1,2,11.02391,8.05411,9.92058,13.33874,13.14897,5.13138,4.32146,18.06828,6.82243,10.17015,7,4,5,9,8,2,1,10,3,6,South,Female,White,Vocational training/2 year college,Married,More than a month ago,Suburban,8,Texas
798,999,1,1,50,2,1,3,2,4,3,3,2,2,3,1,2,4,4,2,3,4,3,4,43,2,6,2,1,4,2,18.71335,14.01599,10.85377,12.43531,7.1393,3.83644,1.70747,10.08285,15.74963,5.46589,10,8,6,7,4,2,1,5,9,3,Midwest,Female,White,4-year college/bachelor's degree,Married,Within the last month,Suburban,6,Wisonsin
18,610,1,1,2,3,3,2,1,4,3,5,3,3,2,3,1,4,3,3,4,4,4,4,42,2,3,3,5,3,2,14.70127,10.17798,2.25006,10.01406,19.61884,5.72152,6.48894,2.23277,13.82382,14.97074,8,6,2,5,10,3,4,1,7,9,West,Female,Other,High school graduate,Married,Within the last week,Rural,1,Alaska
48,11,1,1,5,3,1,1,3,5,4,1,1,1,1,1,3,5,4,4,4,5,4,4,42,3,4,11,1,1,2,13.08508,8.88706,2.26596,10.55195,4.10754,8.16845,2.61254,8.31532,26.38801,15.61808,8,6,1,7,3,4,2,5,10,9,West,Female,White,"Some college, no degree",Divorced,Within the last month,Urban,3,California
61,138,1,1,5,3,2,4,1,3,3,5,3,3,3,3,1,3,3,3,3,3,3,3,42,1,6,2,2,3,1,7.59008,10.44603,4.35183,9.08109,18.87935,7.01139,6.43485,11.05279,14.28606,10.86653,4,6,1,5,10,3,2,8,9,7,West,Male,African American,4-year college/bachelor's degree,Single,Within the last week,Urban,3,California
122,937,1,1,5,3,4,3,3,3,4,6,2,3,3,2,3,3,3,2,5,5,5,5,42,2,3,1,4,2,1,4.05513,4.58333,2.55356,5.6383,11.51487,13.32418,15.52846,12.22426,6.5793,23.99861,2,3,1,4,6,8,9,7,5,10,West,Male,Mixed,High school graduate,Married,Within the last week,Suburban,3,California
136,1073,1,2,5,3,6,5,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,42,3,2,13,1,4,2,12.19462,8.09302,8.52038,12.6748,3.56828,13.10573,4.54814,5.56177,21.57151,10.16176,7,4,5,8,1,9,2,3,10,6,West,Female,White,Some high school,Divorced,Within the last week,Suburban,3,California
176,220,1,1,10,4,3,3,#NULL!,1,1,3,3,3,#NULL!,4,#NULL!,2,3,4,3,4,2,3,42,2,3,3,1,3,2,14.51035,3.68732,18.92915,9.73282,12.57855,10.02413,7.51966,3.34405,9.98345,9.69052,9,2,10,5,8,7,3,1,6,4,South,Female,White,High school graduate,Married,Can't remember,Suburban,8,Florida
186,293,1,2,10,4,3,3,1,3,3,2,1,1,2,2,2,3,2,5,2,5,5,2,42,2,3,2,1,2,#NULL!,6.46433,20.6346,3.04424,16.207,12.41319,15.34194,3.81539,6.37536,12.58546,3.11848,5,10,1,9,6,8,3,4,7,2,South,NA,White,High school graduate,Married,2 days ago,Suburban,8,Florida
268,69,1,2,14,2,1,#NULL!,2,5,5,4,1,1,1,1,1,5,4,4,5,5,5,5,42,1,9,3,1,8,1,17.52914,5.83279,8.66663,9.25815,3.32889,19.05365,6.96638,7.13559,14.98997,7.23878,9,2,6,7,1,10,3,4,8,5,Midwest,Male,White,Doctoral/law degree,Single,Today,Suburban,6,Illinois
296,893,1,1,14,2,3,3,2,5,3,5,2,2,2,6,2,5,6,4,2,2,6,2,42,1,4,8,1,9,1,1.63063,6.06549,0.3522,3.45769,20.18684,10.12508,8.32792,21.50711,6.06807,22.27897,2,4,1,3,8,7,6,9,5,10,Midwest,Male,White,"Some college, no degree",Single,More than a month ago,Suburban,6,Illinois
339,882,1,1,16,2,3,3,1,3,3,2,3,3,3,3,2,3,3,3,3,4,4,4,42,2,6,3,1,7,1,11.53995,4.27163,21.33248,6.02212,8.13084,10.09199,15.84449,11.58202,6.60565,4.57884,7,1,10,3,5,6,9,8,4,2,Midwest,Male,White,4-year college/bachelor's degree,Married,More than a month ago,Suburban,6,Iowa
375,461,1,2,21,4,6,5,#NULL!,2,3,3,3,3,#NULL!,6,#NULL!,6,6,6,6,6,6,6,42,2,6,3,1,3,1,10.85962,11.42449,9.768,15.00992,10.11767,4.90898,5.14657,8.57695,5.07115,19.11664,7,8,5,9,6,1,3,4,2,10,South,Male,White,4-year college/bachelor's degree,Married,Yesterday,Urban,5,Maryland
398,1053,1,1,22,1,4,3,2,2,2,1,3,3,3,3,2,2,3,4,4,1,1,1,42,3,5,10,2,4,1,14.73833,11.82059,9.92561,15.0583,9.54776,4.76196,3.74298,13.03658,7.14087,10.22701,9,7,5,10,4,2,1,8,3,6,Northeast,Male,African American,Vocational training/2 year college,Divorced,Within the last week,Rural,4,Massachusetts
445,533,1,1,26,2,2,1,3,4,3,1,1,1,2,1,2,4,4,4,5,5,4,4,42,1,4,1,2,1,2,10.99398,12.83729,18.62237,8.21573,7.54429,6.25221,6.9607,2.12376,15.04576,11.40391,6,8,10,5,4,2,3,1,9,7,Midwest,Female,African American,"Some college, no degree",Single,2 days ago,Urban,6,Missouri
490,541,1,1,31,1,2,1,3,5,2,3,1,1,1,1,3,4,4,4,4,4,3,3,42,2,6,13,2,9,2,12.30887,14.14351,1.45447,13.61107,13.09675,0.66767,2.08539,17.01007,12.0197,13.60251,5,9,2,8,6,1,3,10,4,7,Northeast,Female,African American,4-year college/bachelor's degree,Married,Yesterday,Suburban,5,New Jersey
510,107,1,1,33,1,4,4,1,3,2,3,1,2,2,2,3,4,4,1,3,4,6,1,42,2,4,3,1,3,2,19.42359,5.4984,6.65512,13.55377,2.24353,4.84879,2.96109,6.89469,21.04187,16.87914,9,4,5,7,1,3,2,6,10,8,Northeast,Female,White,"Some college, no degree",Married,Within the last week,Suburban,5,New York
553,199,1,1,34,4,1,1,1,5,4,3,1,2,3,1,2,4,4,5,5,3,4,5,42,1,3,6,2,1,2,7.40454,8.80508,12.08756,9.0044,6.68653,15.18317,9.8073,10.04993,10.63092,10.34057,2,3,9,4,1,10,5,6,8,7,South,Female,African American,High school graduate,Single,More than a month ago,Urban,8,North Carolina
558,298,1,1,34,4,1,1,3,4,5,2,2,2,2,2,3,5,4,2,4,4,4,2,42,2,6,3,1,4,1,4.34288,11.58192,6.85932,20.43117,9.56758,4.16115,8.06996,7.24188,17.97068,9.77346,2,8,3,10,6,1,5,4,9,7,South,Male,White,4-year college/bachelor's degree,Married,Within the last month,Suburban,8,North Carolina
592,561,1,2,36,2,2,1,2,5,5,2,3,1,1,1,2,5,2,5,5,4,3,5,42,4,3,11,2,1,2,8.99467,3.25331,2.12128,9.73933,11.86709,2.14261,15.06098,21.78496,13.66447,11.37129,4,3,1,5,7,2,9,10,8,6,Midwest,Female,African American,High school graduate,Separated,More than a month ago,Rural,6,Ohio
683,640,1,2,43,4,4,3,1,5,1,4,2,2,2,2,1,4,4,3,3,4,4,4,42,2,4,1,1,2,1,8.13273,14.96572,11.70377,7.34782,23.35306,1.09822,6.90977,13.27214,8.5548,4.66198,5,9,7,4,10,1,3,8,6,2,South,Male,White,"Some college, no degree",Married,Within the last week,Suburban,8,Tennessee
719,503,1,2,44,4,3,3,1,4,4,6,1,3,#NULL!,3,3,3,3,3,3,4,4,3,42,2,3,1,1,2,1,13.70888,13.46919,7.19848,6.53792,10.15628,5.10197,6.08947,13.47734,15.1542,9.10626,9,7,4,3,6,1,2,8,10,5,South,Male,White,High school graduate,Married,2 days ago,Suburban,8,Texas
772,460,1,1,48,3,6,5,3,3,3,4,3,3,3,3,3,6,6,6,6,6,6,6,42,1,4,13,1,1,1,16.90392,9.55912,5.17012,10.69304,5.19155,4.15883,8.98502,18.91558,9.79772,10.62511,9,5,2,8,3,1,4,10,6,7,West,Male,White,"Some college, no degree",Single,Can't remember,Suburban,2,Washington
39,128,1,1,4,4,6,3,3,1,1,6,5,3,3,3,3,6,6,6,6,6,6,6,41,1,4,13,4,1,1,7.74488,7.53097,10.04678,10.16197,13.8835,1.31619,12.21606,14.46556,13.31346,9.32064,3,2,5,6,9,1,7,10,8,4,South,Male,Mixed,"Some college, no degree",Single,Within the last month,Rural,8,Arkansas
40,205,1,1,4,4,4,5,#NULL!,5,5,1,1,1,#NULL!,1,#NULL!,5,5,5,3,5,1,1,41,3,3,11,1,2,2,13.48198,16.45486,0.90029,10.818,9.40361,1.09561,3.33222,8.64105,22.77483,13.09755,8,9,1,6,5,2,3,4,10,7,South,Female,White,High school graduate,Divorced,Never,Urban,8,Arkansas
82,411,1,2,5,3,1,1,3,5,5,3,1,1,1,1,3,5,5,5,5,5,5,5,41,1,4,1,2,1,2,7.30055,12.38108,13.03437,9.09643,2.84133,18.5737,6.37972,13.99785,12.12606,4.26892,4,7,8,5,1,10,3,9,6,2,West,Female,African American,"Some college, no degree",Single,Yesterday,Urban,3,California
100,619,1,1,5,3,6,3,3,3,3,5,3,4,4,4,3,3,3,3,3,3,3,3,41,1,4,11,1,1,1,9.82764,8.07526,7.63126,4.50073,8.93504,20.60625,9.80559,6.26848,10.62047,13.72928,7,4,3,1,5,10,6,2,8,9,West,Male,White,"Some college, no degree",Single,More than a month ago,Urban,3,California
102,664,1,1,5,3,3,3,#NULL!,3,3,6,3,3,#NULL!,4,#NULL!,3,3,3,3,3,3,3,41,2,9,11,3,7,2,7.02888,12.269,3.58613,6.8104,15.09111,8.70453,7.55656,6.45295,20.40138,12.09906,4,8,1,3,9,6,5,2,10,7,West,Female,Asian,Doctoral/law degree,Married,Within the last week,Urban,3,California
196,463,1,1,10,4,#NULL!,5,#NULL!,3,4,5,2,2,#NULL!,2,#NULL!,4,3,4,4,3,4,3,41,2,4,3,1,4,1,10.32692,4.26571,12.40996,15.2914,3.9162,12.78597,10.49507,12.93159,7.05063,10.52654,4,2,7,10,1,8,5,9,3,6,South,Male,White,"Some college, no degree",Married,Within the last week,Suburban,8,Florida
241,273,1,2,11,4,4,4,1,4,1,2,2,3,3,2,1,4,3,1,4,3,2,2,41,1,8,3,2,2,2,8.70074,9.17128,0.66201,5.20257,18.4712,1.37107,2.91087,13.12845,21.31386,19.06795,5,6,1,4,8,2,3,7,10,9,South,Female,African American,2 or 3 years postgraduate work/master's degree,Single,Within the last week,Suburban,8,Georgia
285,530,1,1,14,2,2,1,#NULL!,4,4,5,2,2,#NULL!,2,#NULL!,4,3,4,5,4,4,5,41,2,3,3,1,2,2,11.74213,14.88745,10.19304,14.88007,10.41603,15.75663,8.91237,3.80459,3.70555,5.70214,7,9,5,8,6,10,4,2,1,3,Midwest,Female,White,High school graduate,Married,Within the last week,Urban,6,Illinois
478,62,1,1,31,1,5,4,1,4,3,2,2,3,3,3,1,3,4,2,3,4,3,3,41,2,6,3,1,4,2,7.17501,3.47616,9.89393,7.15811,11.88977,22.48115,12.92476,3.63162,14.44102,6.92846,5,1,6,4,7,10,8,2,9,3,Northeast,Female,White,4-year college/bachelor's degree,Married,Within the last week,Suburban,5,New Jersey
644,544,1,1,39,1,6,3,3,3,3,4,3,3,3,3,3,6,6,6,3,6,6,6,41,1,4,13,2,9,2,12.61037,9.73305,18.72003,11.21655,6.13297,5.89404,7.54936,5.18899,17.61624,5.33842,8,6,10,7,4,3,5,1,9,2,Northeast,Female,African American,"Some college, no degree",Single,Never,Urban,5,Pennsylvania
649,636,1,1,39,1,3,3,1,4,1,1,3,3,4,4,1,4,1,3,3,3,3,1,41,1,8,9,1,3,1,4.09207,9.61778,0.74717,6.00503,22.77264,9.39264,11.71615,24.43585,7.22261,3.99808,3,7,1,4,9,6,8,10,5,2,Northeast,Male,White,2 or 3 years postgraduate work/master's degree,Single,Today,Urban,5,Pennsylvania
738,871,1,1,44,4,3,4,#NULL!,5,1,1,2,2,#NULL!,2,#NULL!,4,3,2,4,3,3,2,41,1,6,9,1,3,1,4.06093,3.02454,0.4642,2.15755,8.86225,21.66675,6.6608,17.02185,17.34897,18.73216,4,3,1,2,6,10,5,7,8,9,South,Male,White,4-year college/bachelor's degree,Single,Never,Urban,8,Texas
72,303,1,2,5,3,2,2,1,4,2,5,2,4,4,4,1,3,4,3,3,3,2,2,40,2,4,2,1,4,1,2.54375,5.63288,0.32961,6.98095,19.24812,4.14115,10.76484,22.37139,4.83466,23.15265,2,5,1,6,8,3,7,9,4,10,West,Male,White,"Some college, no degree",Married,More than a month ago,Urban,3,California
170,61,1,2,10,4,2,3,1,4,4,6,2,2,2,2,3,4,3,2,4,4,4,3,40,1,4,2,1,1,1,18.84534,7.88776,10.44682,19.22482,5.20971,0.9029,3.95217,6.30512,13.876,13.34937,9,5,6,10,3,1,2,4,8,7,South,Male,White,"Some college, no degree",Single,Within the last week,Suburban,8,Florida
174,211,1,2,10,4,1,1,3,5,4,3,1,2,2,1,2,3,3,6,5,5,4,2,40,2,4,11,1,2,2,9.98717,7.8738,3.70778,11.28955,8.08111,3.46988,2.57125,16.14539,11.17943,25.69465,6,4,3,8,5,2,1,9,7,10,South,Female,White,"Some college, no degree",Married,2 days ago,Suburban,8,Florida
203,634,1,1,10,4,3,3,1,5,3,4,2,2,2,3,1,4,4,2,4,4,3,2,40,2,6,9,1,8,1,5.86267,1.37513,1.15479,3.94429,12.99763,18.58545,11.64468,20.14304,6.85173,17.44059,4,2,1,3,7,9,6,10,5,8,South,Male,White,4-year college/bachelor's degree,Married,Within the last month,Urban,8,Florida
248,420,1,2,11,4,1,1,1,5,3,6,1,1,1,1,3,3,1,1,5,3,3,3,40,2,2,2,1,1,2,24.07647,3.70103,21.20357,13.7987,4.54161,1.92418,7.6119,3.39164,15.21582,4.53508,10,3,9,7,5,1,6,2,8,4,South,Female,White,Some high school,Married,2 days ago,Rural,8,Georgia
287,540,1,1,14,2,1,2,2,5,3,3,1,1,3,1,2,3,4,5,3,5,4,4,40,3,4,1,2,2,2,10.37054,17.18663,18.77838,10.59078,6.1766,9.57871,3.85742,10.14278,9.73126,3.58689,7,9,10,8,3,4,2,6,5,1,Midwest,Female,African American,"Some college, no degree",Divorced,Within the last week,Urban,6,Illinois
341,944,1,1,16,2,1,#NULL!,2,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,40,2,3,3,1,2,1,21.07871,7.33949,14.96635,17.95704,7.08878,7.37148,7.29721,1.75893,9.76705,5.37496,10,5,8,9,3,6,4,1,7,2,Midwest,Male,White,High school graduate,Married,Within the last week,Urban,6,Iowa
358,456,1,2,19,4,6,3,3,3,3,1,2,3,3,3,3,3,2,2,3,3,3,3,40,2,6,3,1,5,1,22.29834,14.62703,17.84468,19.21529,7.71711,3.08978,4.1846,2.20589,1.79509,7.02219,10,7,8,9,6,3,4,2,1,5,South,Male,White,4-year college/bachelor's degree,Married,More than a month ago,Suburban,8,Louisiana
497,1024,1,1,31,1,3,3,2,5,1,3,2,3,3,3,2,3,3,3,3,3,3,3,40,1,6,11,2,1,1,8.57575,18.82259,10.99943,18.78176,9.24172,0.83948,6.21077,8.44844,15.8671,2.21298,5,10,7,9,6,1,3,4,8,2,Northeast,Male,African American,4-year college/bachelor's degree,Single,Within the last week,Urban,5,New Jersey
524,394,1,2,33,1,2,2,2,5,2,6,1,2,1,1,2,4,3,2,4,3,3,3,40,2,4,12,1,2,2,19.00197,13.44404,1.6286,14.96917,10.61989,0.50246,2.99596,5.35257,22.03816,9.44719,9,7,2,8,6,1,3,4,10,5,Northeast,Female,White,"Some college, no degree",Married,Yesterday,Rural,5,New York
532,558,1,1,33,1,6,3,#NULL!,3,1,5,3,3,#NULL!,6,#NULL!,3,4,1,3,2,3,2,40,2,8,3,2,8,2,13.63979,12.23217,9.32073,7.75161,6.80445,13.91904,12.1517,6.76462,7.50139,9.91449,9,8,5,4,2,10,7,1,3,6,Northeast,Female,African American,2 or 3 years postgraduate work/master's degree,Married,Never,Urban,5,New York
